cod_proposta;cod_cliente;cod_colaborador;data_entrada_proposta;horario_entrada_proposta;taxa_juros_mensal;valor_proposta;valor_financiamento;valor_entrada;valor_prestacao;quantidade_parcelas;carencia;status_proposta
510;996;52;16/01/2021;05:11:02;0.0178;143086.30;176897.30;33811.00;5030.93;40;1;Aprovada
649;608;52;22/11/2022;03:12:33;0.0238;77533.55;100233.67;22700.12;2340.98;66;0;Aprovada
1615;52;52;23/07/2011;20:20:19;0.0101;114554.68;147967.72;33413.04;2225.76;73;5;Aprovada
1946;246;52;23/05/2013;06:17:38;0.012;96571.14;165860.13;69288.99;1690.29;97;5;Aprovada
203;548;53;23/06/2015;18:00:23;0.0239;32485.41;43035.43;10550.02;830.01;116;2;Aprovada
578;274;53;03/11/2022;21:04:14;0.0234;98224.97;129024.88;30799.91;2751.37;78;3;Aprovada
620;743;53;22/05/2011;07:28:55;0.0135;112992.92;144872.96;31880.04;7113.02;18;0;Aprovada
1142;421;53;09/11/2013;14:44:15;0.0221;101099.94;153347.25;52247.31;2758.03;76;5;Aprovada
1467;220;53;03/03/2012;08:40:01;0.0134;179635.07;230689.86;51054.79;4755.91;53;6;Aprovada
1640;454;53;19/11/2022;04:22:11;0.0196;135476.44;174381.78;38905.34;4225.57;51;0;Aprovada
1802;912;53;01/05/2019;20:23:08;0.0087;58051.57;104276.02;46224.45;2504.45;26;4;Aprovada
321;281;54;04/08/2017;08:51:16;0.0189;171606.19;247171.16;75564.97;3807.24;102;5;Aprovada
701;927;54;07/11/2013;23:01:46;0.0095;94138.12;119018.45;24880.33;2337.55;51;0;Aprovada
748;65;54;01/02/2016;04:21:11;0.0236;50208.06;82757.84;32549.78;3309.66;19;5;Aprovada
810;24;54;16/08/2018;02:45:58;0.0225;49436.01;71630.49;22194.48;1806.08;43;1;Aprovada
1879;514;54;23/05/2018;13:52:53;0.0172;45841.67;74490.50;28648.83;1208.17;62;4;Aprovada
1970;792;54;27/06/2022;23:01:44;0.01;9634.80;18831.94;9197.14;180.02;77;1;Aprovada
335;977;55;30/07/2011;02:30:37;0.0244;53713.98;69285.33;15571.35;1450.58;97;3;Aprovada
565;352;55;22/11/2012;13:31:39;0.0236;149014.97;190769.05;41754.08;4216.46;77;3;Aprovada
893;842;55;28/02/2022;20:57:09;0.0088;129334.12;233774.63;104440.51;4532.89;33;0;Aprovada
913;887;55;06/02/2014;21:23:42;0.0212;79994.53;119144.52;39149.99;3720.96;29;3;Aprovada
1571;319;55;07/11/2018;08:20:06;0.0207;129851.91;221686.62;91834.71;66948.79;2;5;Aprovada
153;23;56;31/03/2016;17:03:09;0.0174;189270.13;247869.01;58598.88;6191.89;44;6;Aprovada
324;638;56;18/09/2017;14:55:21;0.0082;56074.17;73991.96;17917.79;2685.09;23;1;Aprovada
642;643;56;10/06/2014;13:50:48;0.024;89445.68;145557.80;56112.12;4664.30;26;6;Aprovada
668;544;56;19/04/2015;01:41:35;0.0141;52272.92;88117.90;35844.98;6955.48;8;5;Aprovada
992;704;56;11/05/2016;08:16:01;0.0232;63615.74;123319.05;59703.31;2292.70;45;2;Aprovada
1561;169;56;21/11/2012;21:23:06;0.0099;170965.97;243971.50;73005.53;3030.36;83;6;Aprovada
1442;335;57;30/05/2013;10:46:12;0.023;15166.13;27079.22;11913.09;440.57;69;3;Aprovada
1495;995;57;15/02/2015;19:55:55;0.0105;147908.10;234745.56;86837.46;10709.00;15;4;Aprovada
1594;922;57;18/12/2019;05:30:13;0.0195;12038.87;15517.87;3479.00;292.52;84;0;Aprovada
263;29;58;09/04/2018;22:11:42;0.0237;78448.06;133189.11;54741.05;14180.38;6;0;Aprovada
408;741;58;03/02/2018;14:26:15;0.0129;1491.06;2317.75;826.69;55.77;33;5;Aprovada
1965;403;58;30/09/2019;19:52:26;0.0247;117752.15;201644.57;83892.42;6772.18;23;5;Aprovada
981;33;59;31/08/2020;16:52:56;0.0096;181646.18;221718.33;40072.15;10025.49;20;2;Aprovada
1492;833;59;30/01/2010;10:07:52;0.0198;192837.34;248966.65;56129.31;99291.66;2;0;Aprovada
1551;338;59;04/06/2019;03:50:19;0.0209;5777.85;9370.72;3592.87;165.80;63;3;Aprovada
1636;415;59;03/10/2011;22:04:15;0.0165;25824.28;43099.78;17275.50;523.03;103;3;Aprovada
2000;629;59;25/10/2013;10:03:04;0.0242;55622.23;110099.09;54476.86;1891.59;52;3;Aprovada
545;2;60;10/04/2022;13:08:00;0.0111;88190.30;136195.78;48005.48;2045.25;59;3;Aprovada
1363;470;60;17/06/2014;14:21:24;0.0212;163743.83;225168.79;61424.96;3846.10;111;5;Aprovada
348;62;61;14/03/2015;22:57:41;0.0093;160774.28;215036.91;54262.63;2447.07;102;2;Aprovada
461;478;61;20/10/2014;07:48:25;0.0205;123276.63;170674.99;47398.36;3332.22;70;5;Aprovada
711;713;61;03/07/2015;01:29:26;0.0194;103711.28;122856.12;19144.84;35920.35;3;0;Aprovada
930;191;61;11/03/2013;23:22:32;0.0181;103395.19;123815.11;20419.92;2193.19;107;4;Aprovada
1376;257;61;26/02/2022;21:19:04;0.0194;1247.58;2396.47;1148.89;29.07;93;5;Aprovada
236;918;62;10/03/2018;21:11:39;0.0237;3035.32;5696.24;2660.92;420.98;8;0;Aprovada
368;999;62;21/07/2017;19:21:28;0.0217;57840.79;94803.78;36962.99;1502.72;84;0;Aprovada
819;101;62;02/03/2011;14:15:16;0.0166;8295.51;14647.86;6352.35;221.59;59;0;Aprovada
1133;429;62;25/11/2021;11:40:40;0.0124;68285.27;125287.26;57001.99;1189.28;101;0;Aprovada
1909;247;62;01/08/2011;09:06:13;0.013;145665.58;218884.27;73218.69;2550.84;105;0;Aprovada
37;257;63;23/02/2020;04:44:29;0.0081;97400.34;168604.77;71204.43;2140.29;57;0;Aprovada
217;877;63;19/07/2018;23:35:00;0.0167;4764.93;8370.54;3605.61;143.16;49;4;Aprovada
286;729;63;05/02/2012;11:08:38;0.0159;110304.51;198967.85;88663.34;2349.40;87;5;Aprovada
391;84;63;15/05/2018;22:10:21;0.0194;159475.69;227385.11;67909.42;4742.03;55;6;Aprovada
392;144;63;30/09/2013;00:34:03;0.0155;117007.19;194510.23;77503.04;3380.14;50;5;Aprovada
556;822;63;02/04/2022;10:46:39;0.0132;72655.00;109363.08;36708.08;1520.17;76;5;Aprovada
560;565;63;14/12/2019;15:29:11;0.0114;123478.66;233674.68;110196.02;2022.94;105;0;Aprovada
937;412;63;05/03/2020;05:44:02;0.0151;112989.18;178225.37;65236.19;2050.78;119;1;Aprovada
986;111;63;30/04/2020;17:31:33;0.0105;59451.95;70673.34;11221.39;4304.51;15;3;Aprovada
1458;667;63;04/04/2012;15:06:18;0.0105;154225.19;195648.44;41423.25;3250.98;66;3;Aprovada
1753;714;63;20/08/2014;01:52:14;0.021;63938.03;79170.55;15232.52;2341.34;41;1;Aprovada
67;572;64;17/03/2013;10:13:56;0.0081;59681.52;112216.04;52534.52;3992.09;16;5;Aprovada
852;820;64;26/10/2016;23:16:07;0.0093;129417.96;205114.45;75696.49;4246.79;36;2;Aprovada
1125;245;64;22/07/2014;06:28:52;0.0218;32834.26;58728.52;25894.26;875.06;79;6;Aprovada
1274;604;64;14/07/2018;01:10:45;0.0156;49501.00;62283.27;12782.27;4932.16;11;2;Aprovada
249;718;65;05/05/2018;17:46:12;0.0166;122100.07;178789.66;56689.59;3613.14;50;6;Aprovada
310;207;65;01/11/2020;23:15:39;0.011;131315.06;234992.19;103677.13;3194.88;55;2;Aprovada
369;592;65;05/09/2022;13:43:27;0.0116;147404.48;246291.64;98887.16;4720.30;39;1;Aprovada
436;5;65;13/08/2012;15:40:27;0.0196;156438.84;211631.90;55193.06;6781.64;31;0;Aprovada
840;714;65;28/07/2022;18:33:21;0.0152;145376.82;198747.21;53370.39;3919.18;55;1;Aprovada
1122;304;65;07/09/2013;19:10:04;0.0118;117501.07;146408.91;28907.84;1948.39;106;6;Aprovada
1215;682;65;28/02/2011;05:54:04;0.0103;35544.45;46434.71;10890.26;2569.55;15;5;Aprovada
1580;684;65;20/07/2010;17:53:43;0.0132;50119.08;95137.69;45018.61;1652.43;39;3;Aprovada
1621;276;65;05/08/2021;15:21:15;0.0099;43763.28;63723.70;19960.42;1561.06;33;5;Aprovada
1703;754;65;02/11/2019;14:03:31;0.0154;41556.91;66409.58;24852.67;852.05;91;3;Aprovada
1769;160;65;28/07/2012;11:37:56;0.0087;8331.17;11999.10;3667.93;1082.58;8;0;Aprovada
228;656;66;16/08/2018;12:06:43;0.0204;151818.29;225788.14;73969.85;8063.22;24;2;Aprovada
386;582;66;11/08/2017;09:00:05;0.0175;101845.69;140307.85;38462.16;2867.77;56;1;Aprovada
838;639;66;24/07/2011;14:13:27;0.0148;178597.23;210754.41;32157.18;3200.32;119;2;Aprovada
902;766;66;29/12/2017;05:32:05;0.0121;139842.77;205172.17;65329.40;3088.45;66;3;Aprovada
1304;651;66;03/05/2011;09:27:49;0.0082;164457.47;217589.45;53131.98;5424.38;35;1;Aprovada
1513;788;66;09/01/2020;00:19:53;0.0242;137192.37;227660.97;90468.60;3621.25;104;0;Aprovada
1613;84;66;20/04/2019;12:35:17;0.0113;19932.13;27473.95;7541.82;354.00;90;4;Aprovada
173;664;67;13/11/2020;20:28:15;0.0136;5709.75;10584.10;4874.35;123.85;73;3;Aprovada
185;640;67;11/12/2021;02:26:50;0.0164;76780.21;142054.13;65273.92;9245.85;9;6;Aprovada
1472;870;67;04/06/2017;10:48:43;0.0137;32196.43;56689.92;24493.49;837.19;55;6;Aprovada
246;247;68;06/07/2015;17:09:44;0.0196;24942.04;32209.20;7267.16;1739.36;17;5;Aprovada
253;811;68;21/02/2022;06:15:50;0.0144;92743.18;113289.30;20546.12;6531.27;16;5;Aprovada
754;436;68;20/05/2019;11:57:34;0.0186;13811.40;22282.19;8470.79;2454.05;6;2;Aprovada
822;453;68;27/11/2013;23:42:54;0.013;110471.79;148003.73;37531.94;4040.70;34;3;Aprovada
1430;497;68;27/04/2014;22:06:46;0.0142;62921.28;108336.83;45415.55;1901.83;45;2;Aprovada
24;924;69;02/09/2015;00:42:44;0.0181;41488.46;76889.12;35400.66;1099.89;64;6;Aprovada
763;503;69;28/03/2017;12:24:27;0.0097;85762.09;120050.10;34288.01;1453.43;88;0;Aprovada
1043;498;69;24/01/2019;16:07:36;0.0201;174936.56;237688.64;62752.08;3895.89;117;6;Aprovada
1630;267;69;14/08/2011;18:34:21;0.0103;126546.13;227988.54;101442.41;5572.80;26;5;Aprovada
1647;555;69;26/02/2021;01:43:57;0.0142;132888.48;171688.88;38800.40;4844.51;35;1;Aprovada
1933;300;69;23/04/2011;15:57:18;0.0152;49759.58;82370.13;32610.55;1374.02;53;0;Aprovada
430;416;70;23/05/2019;20:17:46;0.021;53057.33;101896.27;48838.94;9504.09;6;2;Aprovada
654;691;70;18/04/2012;02:12:19;0.0232;55878.03;95783.77;39905.74;2067.54;43;5;Aprovada
1031;72;70;20/11/2021;18:36:28;0.0185;108182.03;193274.48;85092.45;3118.59;56;5;Aprovada
1207;204;70;11/11/2016;01:06:43;0.0081;6289.36;7499.18;1209.82;153.48;50;6;Aprovada
1927;622;70;06/06/2016;16:49:17;0.0179;78293.07;132986.60;54693.53;2512.20;46;5;Aprovada
851;537;71;07/05/2017;20:54:56;0.0083;17825.90;24164.20;6338.30;303.16;81;2;Aprovada
1112;50;71;18/01/2019;01:35:51;0.0104;84144.26;159937.79;75793.53;1750.11;67;6;Aprovada
1257;55;71;09/10/2020;04:39:45;0.0227;159066.08;244202.87;85136.79;5753.87;44;4;Aprovada
1280;341;71;11/09/2015;09:48:08;0.0098;41313.92;57927.35;16613.43;600.52;115;0;Aprovada
1331;185;71;15/08/2011;14:10:06;0.019;109200.42;137396.11;28195.69;2332.73;117;5;Aprovada
314;796;72;22/02/2010;08:48:59;0.0142;123811.57;163151.10;39339.53;3524.16;49;3;Aprovada
631;450;72;19/02/2012;02:23:20;0.0092;120330.91;213323.10;92992.19;15670.73;8;1;Aprovada
996;825;72;28/03/2010;16:56:06;0.0164;50949.47;101453.03;50503.56;1269.42;66;4;Aprovada
1136;940;72;25/07/2022;01:31:49;0.0243;49883.45;91065.36;41181.91;2132.48;35;2;Aprovada
1453;273;72;24/04/2013;13:11:23;0.0094;31657.40;52661.87;21004.47;502.08;96;4;Aprovada
322;133;73;25/02/2013;21:58:19;0.0247;59772.31;105722.56;45950.25;1562.02;119;3;Aprovada
591;8;73;07/12/2022;22:35:16;0.0151;13739.00;19634.77;5895.77;293.27;82;4;Aprovada
628;478;73;02/06/2012;04:15:10;0.0207;94742.65;134684.58;39941.93;2960.70;53;5;Aprovada
1416;438;73;23/01/2021;02:40:11;0.0162;36243.95;47235.20;10991.25;2049.90;21;3;Aprovada
1659;408;73;14/05/2013;21:17:20;0.0086;142604.91;189689.52;47084.61;2587.95;75;4;Aprovada
1675;729;73;19/07/2021;11:14:53;0.0226;154071.59;208040.39;53968.80;9296.03;21;1;Aprovada
1731;728;73;15/11/2011;20:46:04;0.0113;112833.11;136361.06;23527.95;2150.13;80;5;Aprovada
1788;641;73;25/12/2012;15:05:44;0.0226;124829.07;159956.42;35127.35;8517.91;18;2;Aprovada
290;560;74;07/03/2013;22:13:26;0.0205;69137.77;103454.61;34316.84;1587.67;110;1;Aprovada
1493;671;74;01/05/2022;05:41:11;0.0111;161797.49;199091.85;37294.36;12542.08;14;2;Aprovada
792;813;75;06/03/2018;23:54:00;0.0211;9976.34;16642.17;6665.83;236.96;105;5;Aprovada
801;299;75;02/11/2012;13:16:45;0.0218;173842.06;214377.73;40535.67;4218.69;106;5;Aprovada
1230;4;75;25/11/2011;18:35:38;0.01;118180.54;223198.55;105018.01;2428.77;67;4;Aprovada
1756;735;75;29/11/2022;10:16:17;0.0154;63844.52;105904.92;42060.40;1865.35;49;2;Aprovada
1957;101;75;10/02/2015;13:50:10;0.0188;175583.47;211606.04;36022.57;3833.25;106;0;Aprovada
145;264;76;06/12/2021;21:08:15;0.0217;3769.86;5204.11;1434.25;90.53;109;5;Aprovada
740;368;76;08/09/2016;16:32:09;0.0246;13571.68;22966.63;9394.95;371.72;94;6;Aprovada
744;983;76;15/09/2012;01:11:19;0.0222;164685.50;247680.40;82994.90;4954.00;61;3;Aprovada
1152;772;76;01/09/2014;23:38:14;0.0219;35977.97;60449.42;24471.45;936.43;85;5;Aprovada
1740;106;76;02/07/2013;02:14:50;0.0158;104385.14;127554.48;23169.34;2854.57;55;6;Aprovada
141;369;77;20/09/2010;19:52:34;0.0134;31005.55;47339.86;16334.31;542.65;109;0;Aprovada
260;472;77;15/11/2022;10:47:20;0.0191;141927.15;226944.41;85017.26;4108.08;57;2;Aprovada
1421;679;77;17/08/2012;01:47:56;0.0116;14995.90;22395.26;7399.36;240.93;111;5;Aprovada
1559;981;77;16/04/2016;01:51:59;0.0188;181322.59;224026.85;42704.26;5020.80;61;4;Aprovada
1102;991;78;25/08/2015;05:10:22;0.0227;58849.50;96878.29;38028.79;1479.17;104;5;Aprovada
1128;331;78;13/04/2015;18:35:01;0.015;56316.20;69678.10;13361.90;1020.94;118;1;Aprovada
1212;750;78;14/03/2011;20:48:05;0.0132;37688.30;47988.14;10299.84;1196.21;41;1;Aprovada
1284;633;78;13/03/2018;06:32:52;0.0138;102372.91;172118.26;69745.35;1774.71;116;3;Aprovada
1821;940;78;06/01/2013;22:41:12;0.0246;85883.00;136214.95;50331.95;4081.43;30;5;Aprovada
123;140;79;08/10/2020;21:02:16;0.022;93266.08;142590.32;49324.24;4890.03;25;4;Aprovada
435;438;79;22/05/2011;06:43:48;0.0201;106098.41;179395.89;73297.48;7820.35;16;0;Aprovada
870;465;79;26/06/2014;02:23:59;0.0126;82357.95;98115.98;15758.03;2139.52;53;0;Aprovada
696;4;80;21/12/2012;00:22:05;0.0187;195223.64;248227.20;53003.56;12302.92;19;1;Aprovada
699;513;80;20/03/2018;17:46:19;0.0168;79986.56;103574.82;23588.26;2627.17;43;0;Aprovada
921;290;80;02/01/2011;14:15:36;0.0195;87947.18;103893.97;15946.79;2107.73;87;0;Aprovada
1519;557;80;12/11/2015;04:30:36;0.025;125084.26;164040.07;38955.81;3316.20;116;2;Aprovada
1700;775;80;07/05/2019;05:07:29;0.0116;128716.75;229765.57;101048.82;2720.80;69;2;Aprovada
1763;259;80;29/11/2018;00:28:49;0.0203;104327.98;165881.46;61553.48;10678.22;11;5;Aprovada
6;661;81;03/08/2018;00:21:34;0.013;103186.42;166482.48;63296.06;1734.04;115;1;Aprovada
347;439;81;14/03/2011;19:06:37;0.0239;74098.83;115129.09;41030.26;7740.22;11;0;Aprovada
954;58;81;31/10/2022;03:38:13;0.0114;115558.30;170547.26;54988.96;6798.93;19;1;Aprovada
1160;67;81;15/09/2012;06:41:15;0.0098;12906.94;15601.18;2694.24;308.96;54;5;Aprovada
2;179;82;09/09/2010;13:28:06;0.0187;57299.89;88665.75;31365.86;1218.98;114;3;Aprovada
331;936;82;30/01/2015;04:30:47;0.0193;147816.64;192062.19;44245.55;150669.50;1;1;Aprovada
813;369;82;20/08/2018;11:55:08;0.0186;92902.91;150229.48;57326.57;3635.22;35;6;Aprovada
998;306;82;22/05/2014;06:34:07;0.0249;83746.16;110506.70;26760.54;2405.39;82;6;Aprovada
1030;197;82;09/09/2020;06:29:31;0.0124;155074.39;229773.46;74699.07;5142.39;38;1;Aprovada
1096;418;82;20/05/2010;19:44:32;0.0161;9723.63;18409.48;8685.85;382.14;33;1;Aprovada
1243;565;82;27/08/2021;03:09:36;0.0183;110475.29;190705.43;80230.14;2513.04;90;2;Aprovada
1541;451;82;30/07/2022;11:38:15;0.0081;102125.02;133649.41;31524.39;1534.57;96;2;Aprovada
1577;673;82;31/03/2021;01:29:30;0.0101;11791.17;18333.52;6542.35;173.82;115;0;Aprovada
1906;350;82;12/10/2015;01:55:08;0.0158;5461.50;10688.21;5226.71;102.70;117;3;Aprovada
856;503;83;08/11/2015;15:19:00;0.0147;176083.67;220829.65;44745.98;4532.83;58;1;Aprovada
919;860;83;07/02/2015;12:47:27;0.0177;135570.20;186453.35;50883.15;12639.07;12;1;Aprovada
1300;759;83;30/04/2012;16:41:59;0.0168;10527.89;15865.16;5337.27;246.30;76;1;Aprovada
1373;583;83;12/09/2014;09:47:44;0.0112;9304.64;11085.34;1780.70;832.99;12;4;Aprovada
48;920;84;17/11/2018;06:58:44;0.021;31644.82;56782.82;25138.00;878.28;68;2;Aprovada
481;371;84;11/06/2010;15:33:25;0.0228;186512.32;223778.68;37266.36;5114.07;79;6;Aprovada
554;191;84;19/08/2019;05:44:20;0.015;106500.04;140843.81;34343.77;4826.08;27;0;Aprovada
1172;35;84;10/05/2012;13:55:07;0.009;57051.68;85287.56;28235.88;28911.51;2;6;Aprovada
1405;856;84;05/09/2011;04:50:26;0.0188;64049.71;85282.05;21232.34;2064.34;47;5;Aprovada
1497;165;84;29/11/2014;20:29:45;0.0227;64909.02;109554.72;44645.70;1859.90;70;4;Aprovada
1868;425;84;15/03/2022;23:33:58;0.0233;109606.22;168493.12;58886.90;2743.48;116;1;Aprovada
134;909;85;30/09/2016;23:37:19;0.0124;147535.76;209417.93;61882.17;12358.26;13;3;Aprovada
218;191;85;18/07/2011;06:14:37;0.0201;183838.27;224931.56;41093.29;39014.15;5;4;Aprovada
309;564;85;21/01/2020;19:43:11;0.0135;32649.57;56293.75;23644.18;552.87;119;1;Aprovada
647;938;85;05/10/2020;11:48:51;0.0081;115525.22;195909.91;80384.69;6280.08;20;0;Aprovada
674;904;85;09/06/2021;15:16:45;0.0141;20523.90;31494.17;10970.27;389.56;97;2;Aprovada
1301;5;85;22/05/2014;09:44:17;0.0196;152921.38;208821.59;55900.21;10664.14;17;1;Aprovada
1313;316;85;11/03/2020;20:14:18;0.0131;116559.93;165625.46;49065.53;1998.15;111;2;Aprovada
73;11;86;01/08/2013;11:26:43;0.0164;116948.61;159991.26;43042.65;8369.59;16;3;Aprovada
83;360;86;05/06/2014;09:52:56;0.0195;21361.55;29974.42;8612.87;664.85;51;1;Aprovada
439;998;86;17/09/2016;03:47:03;0.0185;18134.25;23060.59;4926.34;457.80;72;6;Aprovada
636;372;86;11/06/2019;07:40:10;0.0163;116099.08;177649.13;61550.05;20468.63;6;6;Aprovada
716;597;86;14/06/2010;07:15:45;0.0191;146368.57;214521.63;68153.06;3281.06;101;3;Aprovada
923;38;86;30/07/2020;15:26:47;0.0212;186247.64;229957.55;43709.91;6644.18;43;6;Aprovada
20;295;87;03/08/2011;13:42:31;0.0135;184155.00;233173.98;49018.98;3129.10;118;0;Aprovada
282;168;87;03/12/2013;05:41:13;0.0225;5068.72;7684.05;2615.33;2620.21;2;6;Aprovada
809;225;87;22/11/2016;18:03:15;0.0147;11154.79;18381.85;7227.06;233.53;83;4;Aprovada
834;132;87;09/11/2013;08:32:22;0.0117;84568.88;122383.67;37814.79;85558.34;1;1;Aprovada
876;396;87;25/12/2011;20:27:50;0.0217;14469.35;22074.86;7605.51;14783.33;1;1;Aprovada
1474;123;87;28/06/2019;00:53:04;0.0126;104405.01;162018.64;57613.63;8181.34;14;0;Aprovada
1673;28;87;30/05/2018;16:04:13;0.0132;139839.83;240449.39;100609.56;2861.30;79;5;Aprovada
1687;97;87;08/04/2014;10:59:32;0.0238;8478.48;15061.37;6582.89;266.86;60;0;Aprovada
1949;928;87;12/04/2019;19:01:14;0.0224;33744.09;61689.62;27945.53;2111.78;20;2;Aprovada
105;948;88;08/08/2016;01:19:26;0.0212;5054.66;9340.30;4285.64;125.35;92;2;Aprovada
536;595;88;20/01/2016;22:09:25;0.0168;54151.64;105985.92;51834.28;2255.32;31;4;Aprovada
1345;872;88;19/07/2017;21:17:48;0.0174;110632.42;181574.05;70941.63;3862.13;40;4;Aprovada
1865;234;88;19/11/2014;05:30:19;0.0119;128592.68;248405.95;119813.27;3119.88;57;4;Aprovada
223;909;89;09/02/2017;08:54:50;0.0171;122502.91;194990.46;72487.55;2435.53;116;4;Aprovada
340;425;89;09/09/2010;22:49:32;0.0177;83015.70;165487.90;82472.20;1699.32;114;5;Aprovada
1073;979;89;07/08/2016;08:21:22;0.0099;185333.34;226866.22;41532.88;4791.93;49;4;Aprovada
1178;664;89;02/10/2022;06:14:43;0.0205;41309.92;60180.57;18870.65;1039.82;83;4;Aprovada
1289;727;89;19/08/2015;08:01:47;0.0097;112400.39;143072.18;30671.79;2116.28;75;4;Aprovada
984;492;90;23/07/2016;14:36:42;0.0249;13082.90;21427.62;8344.72;435.66;56;2;Aprovada
1267;682;90;31/12/2014;06:07:12;0.0197;92780.48;134662.28;41881.80;2563.22;64;1;Aprovada
1382;549;90;21/04/2010;18:44:21;0.0213;93389.80;120605.60;27215.80;2169.63;118;1;Aprovada
1642;702;90;16/09/2012;12:09:03;0.0138;67181.27;125046.97;57865.70;1242.70;100;6;Aprovada
396;216;91;11/06/2011;00:58:32;0.0216;15669.85;23617.02;7947.17;715.14;30;5;Aprovada
1127;518;91;03/05/2020;07:29:37;0.0148;53583.39;78606.22;25022.83;18392.41;3;0;Aprovada
1672;849;91;15/03/2013;09:17:38;0.0245;75163.87;116332.44;41168.57;2103.94;86;6;Aprovada
855;271;92;20/01/2012;13:16:55;0.0233;150893.60;233031.73;82138.13;4624.75;62;2;Aprovada
1418;81;92;10/06/2012;22:30:10;0.0091;190412.93;248007.51;57594.58;96508.00;2;1;Aprovada
1481;303;92;16/01/2015;08:00:35;0.0186;55585.78;73368.85;17783.07;1294.35;87;6;Aprovada
907;235;93;22/12/2013;07:15:09;0.0105;33146.90;44139.93;10993.03;522.55;105;6;Aprovada
1070;527;93;13/04/2022;23:49:59;0.021;163470.99;217503.14;54032.15;3986.42;95;0;Aprovada
1213;637;93;03/08/2010;01:03:08;0.0178;139806.77;231570.63;91763.86;8737.22;19;1;Aprovada
188;635;94;08/10/2016;19:08:34;0.0228;13356.92;19503.93;6147.01;1005.69;16;3;Aprovada
506;742;94;14/11/2015;07:28:00;0.0205;49202.42;68158.82;18956.40;1141.48;106;0;Aprovada
1026;181;94;21/07/2018;20:24:01;0.0126;137778.80;233453.55;95674.75;12443.48;12;3;Aprovada
1064;831;94;01/09/2012;14:17:08;0.0237;112233.01;175543.59;63310.58;3706.05;54;5;Aprovada
1527;951;94;06/02/2013;06:14:55;0.0114;29919.04;59601.77;29682.73;641.01;67;6;Aprovada
1657;143;94;04/12/2012;16:03:16;0.0234;59345.81;88251.41;28905.60;3609.27;21;2;Aprovada
1913;699;94;16/01/2016;04:12:58;0.021;33977.58;67827.46;33849.88;1207.65;43;2;Aprovada
339;214;96;06/08/2014;05:00:39;0.0157;20300.21;33173.70;12873.49;6980.31;3;0;Aprovada
465;636;96;04/03/2018;07:00:16;0.0171;43189.58;78054.70;34865.12;1326.27;48;5;Aprovada
602;192;96;29/12/2021;16:03:05;0.024;48985.85;97783.57;48797.72;1266.73;111;4;Aprovada
1747;742;96;29/12/2021;01:19:30;0.0148;23857.95;35765.89;11907.94;602.72;60;1;Aprovada
351;36;97;13/10/2012;07:03:12;0.0153;164684.02;228215.07;63531.05;3052.07;115;6;Aprovada
511;782;97;18/09/2022;14:47:48;0.0216;126307.61;243616.60;117308.99;4539.15;43;5;Aprovada
903;845;97;27/04/2019;18:05:07;0.0239;95121.37;167885.94;72764.57;5424.05;23;3;Aprovada
1130;15;97;24/07/2022;21:05:07;0.011;30531.58;41233.61;10702.03;489.29;106;3;Aprovada
1211;802;97;13/09/2018;23:33:09;0.0238;14199.55;24425.14;10225.59;393.86;83;3;Aprovada
1445;832;97;05/01/2021;01:58:46;0.011;117153.43;148156.89;31003.46;4480.58;31;6;Aprovada
1463;193;97;10/11/2011;23:13:01;0.0116;8431.56;16504.27;8072.71;135.46;111;6;Aprovada
1810;191;97;01/10/2015;13:51:28;0.0086;60684.48;93439.38;32754.90;1071.13;78;6;Aprovada
1948;156;97;29/06/2011;14:18:57;0.0093;14963.27;18834.47;3871.20;237.89;95;4;Aprovada
1312;813;98;05/10/2021;07:36:19;0.0174;13271.07;22344.63;9073.56;292.93;90;4;Aprovada
1334;672;98;14/06/2014;12:16:36;0.0117;158040.06;198474.63;40434.57;9325.03;19;3;Aprovada
1436;821;98;16/08/2013;12:38:48;0.0235;102961.22;135519.05;32557.83;2613.39;112;4;Aprovada
1696;75;98;17/06/2011;04:03:46;0.0248;9723.65;12962.70;3239.05;328.70;54;4;Aprovada
1929;978;98;08/11/2012;00:22:02;0.0157;48415.59;77644.96;29229.37;1003.19;91;4;Aprovada
26;83;99;27/01/2011;08:53:45;0.0093;190280.36;234441.83;44161.47;3108.28;91;6;Aprovada
363;49;99;01/02/2015;16:20:11;0.0112;125315.82;217409.12;92093.30;2544.80;72;5;Aprovada
759;907;99;26/10/2012;23:37:44;0.0131;84750.42;159885.48;75135.06;1728.41;79;2;Aprovada
993;46;99;03/11/2020;03:51:22;0.0166;7990.37;11443.64;3453.27;182.29;79;6;Aprovada
1253;899;99;04/02/2014;03:34:28;0.0103;153132.16;187128.35;33996.19;3995.57;49;2;Aprovada
1356;606;99;19/05/2013;18:03:06;0.0203;122510.45;202342.29;79831.84;5779.12;28;4;Aprovada
